"symbol","title","url","date","content","author","publish_time"
"GLT","GLT: Báo cáo tài chính quý 4/2024 (công ty mẹ)","https://vietstock.vn/2025/05/glt-bao-cao-tai-chinh-quy-4-2024-cong-ty-me-737-1305350.htm","06/05/2025","GLT: Báo cáo tài chính quý 4/2024 (công ty mẹ)","",""
"GLT","GLT: Báo cáo tài chính quý 4/2024","https://vietstock.vn/2025/05/glt-bao-cao-tai-chinh-quy-4-2024-737-1305351.htm","06/05/2025","GLT: Báo cáo tài chính quý 4/2024","",""
"GLT","GLT: GLT_NQ HĐQT Ngày ĐKCC thực hiện quyền tham dự ĐHĐCĐ năm 2025","https://vietstock.vn/2025/05/glt-glt_nq-hdqt-ngay-dkcc-thuc-hien-quyen-tham-du-dhdcd-nam-2025-737-1304872.htm","05/05/2025","GLT: GLT_NQ HĐQT Ngày ĐKCC thực hiện quyền tham dự ĐHĐCĐ năm 2025
.","",""
"GLT","GLT: Nghị quyết Hội đồng quản trị","https://vietstock.vn/2025/02/glt-nghi-quyet-hoi-dong-quan-tri-737-1274928.htm","25/02/2025","GLT: Nghị quyết Hội đồng quản trị
.","",""
"GLT","GLT: Báo cáo tài chính quý 3/2024 (công ty mẹ)","https://vietstock.vn/2025/02/glt-bao-cao-tai-chinh-quy-3-2024-cong-ty-me-737-1269558.htm","06/02/2025","GLT: Báo cáo tài chính quý 3/2024 (công ty mẹ)","",""
"GLT","GLT: Báo cáo quản trị công ty năm 2024","https://vietstock.vn/2025/02/glt-bao-cao-quan-tri-cong-ty-nam-2024-737-1268742.htm","04/02/2025","GLT: Báo cáo quản trị công ty năm 2024","",""
"GLT","GLT: Báo cáo tài chính quý 3/2024","https://vietstock.vn/2025/02/glt-bao-cao-tai-chinh-quy-3-2024-737-1267864.htm","03/02/2025","GLT: Báo cáo tài chính quý 3/2024","",""
"GLT","GLT: Bổ nhiệm Ông Trần Quốc Sang giữ chức vụ Giám đốc dự án","https://vietstock.vn/2024/12/glt-bo-nhiem-ong-tran-quoc-sang-giu-chuc-vu-giam-doc-du-an-214-1255207.htm","25/12/2024","GLT: Bổ nhiệm Ông Trần Quốc Sang giữ chức vụ Giám đốc dự án","","14:02 25/12/2024"
"GLT","Kê khai sai dẫn đến nộp thiếu thuế, nhiều doanh nghiệp trên sàn bị gọi tên","https://vietstock.vn/2024/12/ke-khai-sai-dan-den-nop-thieu-thue-nhieu-doanh-nghiep-tren-san-bi-goi-ten-737-1250626.htm","06/12/2024","Kê khai sai dẫn đến nộp thiếu thuế, nhiều doanh nghiệp trên sàn bị gọi tên
Giai đoạn cuối năm, Cục thuế tại nhiều địa phương đã có quyết định xử phạt đối với các doanh nghiệp có hành vi kê khai sai trong quá trình nộp thuế, trong đó có cả một số doanh nghiệp có mặt trên sàn chứng khoán.
Cụ thể, Cục thuế TPHCM ngày 02/12/2024 có quyết định xử phạt vi phạm hành chính về thuế và hóa đơn đối với CTCP Kỹ thuật Điện Toàn cầu (HNX:GLT) về hành vi khai sai dẫn đến tăng số tiền thuế TNDN, GTGT và TNCN phải nộp. Công ty đã nhiều lần vi phạm hành vi kê khai sai giảm thuế GTGT còn được khấu trừ của kỳ sau.
Theo đó, Cục thuế phạtGLThơn 56 triệu đồng do các vi phạm trên, đồng thời truy thu hơn 125 triệu đồng tiền thuế và gần 20 triệu đồng tiền chậm nộp.
Cũng trong ngày 02/12, Cục thuế tỉnh Ninh Thuận ra quyết định xử phạt đối với CTCP Cấp nước Ninh Thuận (UPCoM:NNT) do đơn vị không khấu trừ thuế 10% đối với cá nhân cư trú không ký hợp đồng lao động có tổng mức thu nhập từ 2 triệu đồng/lần trở lên, dẫn đến kê khai thiếu thuế TNCN phải nộp từ năm 2018-2021.
Đối với hành vi khai sai dẫn đến thiếu số thuế TNCN phải nộp,NNTbị phạt hơn 5 triệu đồng. Ngoài ra, Công ty còn bị truy thu gần 40 triệu đồng tiền thuế TNCN nộp thiếu.
Ngày 03/12, Cục thuế TP Cần Thơ có quyết định xử phạt đối với CTCP Dược Hậu Giang (HOSE:DHG) về hành vi khai sai dẫn đến thiếu số tiền thuế GTGT và TNCN phải nộp. Theo đó,DHGphải nộp phạt số tiền hơn 72 triệu đồng, đồng thời nộp đủ hơn 4 triệu đồng tiền thuế GTGT và hơn 358 triệu đồng thuế TNCN còn thiếu.
Do đến thời điểm lập biên bản kiểm tra thuế,DHGđã nộp số tiền thuế khai thiếu vào ngân sách Nhà nước nên Cục thuế không tính tiền chậm nộp đối với số tiền thuế khai thiếu nêu trên.
Trước đó, ngày 27/11, Tổng Cục thuế ra quyết định xử phạt CTCP Tập đoàn Lộc Trời (UPCoM:LTG) do hành vi khai sai dẫn đến thiếu số tiền thuế phải nộp. Theo đó,LTGbị phạt hành chính hơn 837 triệu đồng. Đồng thời, Công ty buộc nộp đủ số tiền thuế GTGT và TNDN còn thiếu gần 3.9 tỷ đồng vào ngân sách Nhà nước, trong đó hơn 307 triệu đồng là tiền chậm nộp.
Còn Cục thuế TP Hà Nội ngày 28/11/2024 đã có quyết định xử phạt CTCP Chứng khoán Tiên Phong (HOSE:ORS) về hành vi chậm nộp tờ khai thuế GTGT 13 ngày so với thời hạn nộp. Theo đó,ORSbị phạt hành chính 3.5 triệu đồng.","Thượng Ngọc",""
"GLT","GLT: GLT_Cbtt về việc xử phạt vi phạm hành chính về thuế và hóa đơn","https://vietstock.vn/2024/12/glt-glt_cbtt-ve-viec-xu-phat-vi-pham-hanh-chinh-ve-thue-va-hoa-don-830-1250532.htm","05/12/2024","GLT: GLT_Cbtt về việc xử phạt vi phạm hành chính về thuế và hóa đơn
.","",""
"GLT","GLT: Báo cáo tài chính bán niên năm 2024 (công ty mẹ)","https://vietstock.vn/2024/12/glt-bao-cao-tai-chinh-ban-nien-nam-2024-cong-ty-me-737-1249808.htm","03/12/2024","GLT: Báo cáo tài chính bán niên năm 2024 (công ty mẹ)","",""
"GLT","GLT: Thông báo bổ sung cổ phiếu GLT vào danh sách chứng khoán không được phép giao dịch ký quỹ","https://vietstock.vn/2024/12/glt-thong-bao-bo-sung-co-phieu-glt-vao-danh-sach-chung-khoan-khong-duoc-phep-giao-dich-ky-quy-830-1249699.htm","03/12/2024","GLT: Thông báo bổ sung cổ phiếu GLT vào danh sách chứng khoán không được phép giao dịch ký quỹ","",""
"GLT","GLT: Báo cáo tài chính bán niên năm 2024","https://vietstock.vn/2024/11/glt-bao-cao-tai-chinh-ban-nien-nam-2024-737-1248878.htm","29/11/2024","GLT: Báo cáo tài chính bán niên năm 2024","",""
"GLT","GLT: Nghị quyết Hội đồng quản trị","https://vietstock.vn/2024/11/glt-nghi-quyet-hoi-dong-quan-tri-737-1245199.htm","13/11/2024","GLT: Nghị quyết Hội đồng quản trị
.","",""
"GLT","GLT: GLT_Đính chính Báo cáo kết quả mua lại cổ phiếu số 01.2024-BC ngày 16/10/2024","https://vietstock.vn/2024/11/glt-glt_dinh-chinh-bao-cao-ket-qua-mua-lai-co-phieu-so-01-2024bc-ngay-16-10-2024-739-1242273.htm","01/11/2024","GLT: GLT_Đính chính Báo cáo kết quả mua lại cổ phiếu số 01.2024-BC ngày 16/10/2024
.","",""
"GLT","GLT: GLT_Thông báo thay đổi số lượng cổ phiếu có quyền biểu quyết","https://vietstock.vn/2024/10/glt-glt_thong-bao-thay-doi-so-luong-co-phieu-co-quyen-bieu-quyet-830-1240582.htm","28/10/2024","GLT: GLT_Thông báo thay đổi số lượng cổ phiếu có quyền biểu quyết
.","",""
"GLT","GLT: Báo cáo tài chính quý 2/2024","https://vietstock.vn/2024/10/glt-bao-cao-tai-chinh-quy-2-2024-737-1240016.htm","25/10/2024","GLT: Báo cáo tài chính quý 2/2024","",""
"GLT","GLT: Báo cáo tài chính quý 2/2024 (công ty mẹ)","https://vietstock.vn/2024/10/glt-bao-cao-tai-chinh-quy-2-2024-cong-ty-me-737-1239978.htm","25/10/2024","GLT: Báo cáo tài chính quý 2/2024 (công ty mẹ)","",""
"GLT","GLT: GLT_Báo cáo kết quả giao dịch mua lại cổ phiếu","https://vietstock.vn/2024/10/glt-glt_bao-cao-ket-qua-giao-dich-mua-lai-co-phieu-739-1237238.htm","17/10/2024","GLT: GLT_Báo cáo kết quả giao dịch mua lại cổ phiếu
.","",""
"GLT","GLT: Nghị quyết Hội đồng quản trị","https://vietstock.vn/2024/09/glt-nghi-quyet-hoi-dong-quan-tri-737-1230829.htm","23/09/2024","GLT: Nghị quyết Hội đồng quản trị
.","",""
"GLT","GLT: GLT_Thông báo ký hợp đồng kiểm toán BCTC năm 2024","https://vietstock.vn/2024/08/glt-glt_thong-bao-ky-hop-dong-kiem-toan-bctc-nam-2024-737-1222713.htm","26/08/2024","GLT: GLT_Thông báo ký hợp đồng kiểm toán BCTC năm 2024
.","",""
"GLT","GLT: Thông báo ký hợp đồng kiểm toán báo cáo tài chính năm 2024","https://vietstock.vn/2024/08/glt-thong-bao-ky-hop-dong-kiem-toan-bao-cao-tai-chinh-nam-2024-737-1222719.htm","26/08/2024","GLT: Thông báo ký hợp đồng kiểm toán báo cáo tài chính năm 2024
.","",""
"GLT","GLT: Ngày đăng ký cuối cùng trả cổ tức bằng tiền mặt","https://vietstock.vn/2024/08/glt-ngay-dang-ky-cuoi-cung-tra-co-tuc-bang-tien-mat-737-1219313.htm","14/08/2024","GLT: Ngày đăng ký cuối cùng trả cổ tức bằng tiền mặt
Thông báo ngày đăng ký cuối cùng lập danh sách cổ đông đối với cổ phiếuGLTcủa CTCP Kỹ thuật Điện Toàn Cầu như sau:1. Ngày đăng ký cuối cùng: 26/08/20242. Ngày giao dịch không hưởng quyền: 23/08/20243. Lý do và mục đích:* Trả cổ tức bằng tiền:- Hình thức trả: Trả cổ tức bằng tiền năm 2023- Tỷ lệ thực hiện: 10%/cổ phiếu (01 cổ phiếu nhận được 1,000 đồng)- Thời gian thực hiện: 09/09/2024- Địa điểm thực hiện:+ Chứng khoán chưa lưu ký: Người sở hữu chứng khoán làm thủ tục nhận cổ tức công ty tại Lầu 2. Tòa nhàITD, Số 1 đường Sáng Tạo, Phường Tân Thuận Đông, Quận 7.TP. HCM(vào các ngày làm việc trong tuần từ thứ 2 đến thứ 6) bắt đầu từ ngày 09/09/2024 và xuất trình chứng minh nhân dân/ căn cước công dân/ giấy tờ nhân thân hợp pháp.+ Chứng khoán lưu ký: Người sở hữu chứng khoán làm thủ tục nhận cổ tức tại các Thành viên lưu ký nơi mở tài khoản lưu ký.","",""
